STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,CLUSTER,CLUSTER NAME
DELHI UT,NORTH-WEST,2007,57,52,11,51,0,51,208,120,88,4,22,63,272,1841,1206,635,6,31,199,2,1,141,7,64,3,151,0,10,1993,5189,1,Moderate Areas
MADHYA PRADESH,CHHINDWARA,2010,86,27,3,102,0,102,17,14,3,1,2,22,191,279,111,168,81,9,51,0,10,1331,8,235,38,105,0,219,2373,5190,1,Moderate Areas
TAMIL NADU,KANYAKUMARI,2011,44,70,0,10,0,10,50,50,0,2,1,114,180,268,76,192,1,3,127,6,21,735,3,7,137,90,0,276,3054,5199,1,Moderate Areas
BIHAR,SARAN,2011,123,408,27,10,0,10,146,137,9,10,0,43,115,524,168,356,428,61,76,0,28,646,74,46,0,131,1,200,2103,5200,1,Moderate Areas
ASSAM,NAGAON,2009,75,67,2,162,0,162,233,221,12,36,4,76,259,439,95,344,209,132,99,1,69,655,12,134,7,655,0,182,1695,5203,1,Moderate Areas
RAJASTHAN,JAIPUR RURAL,2011,49,28,3,37,0,37,88,75,13,1,2,30,144,562,305,257,14,15,519,0,7,388,15,37,0,213,0,404,2649,5205,1,Moderate Areas
BIHAR,GAYA,2011,155,22,9,23,0,23,155,63,92,45,8,70,161,757,202,555,262,35,137,1,17,1200,56,7,0,47,0,495,1545,5207,1,Moderate Areas
TAMIL NADU,SALEM RURAL,2007,67,54,2,25,0,25,71,60,11,8,2,21,55,202,45,157,191,0,25,0,40,1255,6,125,0,69,0,385,2605,5208,1,Moderate Areas
TAMIL NADU,TIRUPPUR,2009,58,29,0,12,0,12,61,42,19,6,2,68,239,905,305,600,76,9,79,2,7,515,3,46,8,46,0,762,2275,5208,1,Moderate Areas
KARNATAKA,BANGALORE RURAL,2001,137,86,2,13,0,13,37,10,27,23,0,32,405,533,92,441,358,22,60,2,39,1097,30,90,0,123,0,0,2120,5209,1,Moderate Areas
WEST BENGAL,UTTAR DINAJPUR,2012,110,283,10,92,0,92,306,258,48,13,21,29,7,435,129,306,51,18,64,6,33,1105,9,150,5,623,0,3,1839,5212,1,Moderate Areas
TAMIL NADU,THENI,2009,34,69,0,9,0,9,49,40,9,0,0,29,98,215,51,164,72,1,118,1,22,589,7,50,29,66,0,222,3534,5214,1,Moderate Areas
MAHARASHTRA,NASIK RURAL,2012,87,63,7,46,0,46,29,20,9,33,9,91,219,611,207,404,403,57,183,10,24,734,17,98,26,319,0,718,1432,5216,1,Moderate Areas
ANDHRA PRADESH,CHITTOOR,2010,100,50,1,44,0,44,85,56,29,8,0,12,149,484,116,368,58,16,152,7,19,827,32,136,121,388,0,552,1977,5218,1,Moderate Areas
UTTAR PRADESH,BAREILLY,2008,130,162,45,46,0,46,155,121,34,15,0,48,147,622,258,364,120,110,234,4,0,238,47,110,89,202,0,34,2664,5222,1,Moderate Areas
ANDHRA PRADESH,CHITTOOR,2011,91,55,5,17,0,17,84,47,37,5,0,17,159,612,245,367,84,21,163,10,57,1848,25,124,168,421,0,500,758,5224,1,Moderate Areas
MADHYA PRADESH,DHAR,2005,86,82,1,134,0,134,40,36,4,9,5,45,278,600,167,433,100,27,21,0,37,722,41,180,9,63,0,203,2544,5227,1,Moderate Areas
TAMIL NADU,VIRUDHUNAGAR,2005,31,43,0,19,0,19,58,50,8,2,0,16,96,607,58,549,56,9,120,1,29,464,2,45,87,93,0,208,3242,5228,1,Moderate Areas
MAHARASHTRA,YAVATMAL,2006,61,87,10,66,0,66,37,34,3,8,7,66,250,1043,132,911,186,15,57,2,46,999,8,142,51,201,0,213,1673,5228,1,Moderate Areas
GUJARAT,KUTCH,2007,49,22,1,10,0,10,36,27,9,13,0,34,316,578,210,368,60,28,44,9,8,400,2,20,4,255,0,310,3029,5228,1,Moderate Areas
UTTAR PRADESH,BAREILLY,2012,114,151,36,86,0,86,265,249,16,3,0,68,146,762,379,383,134,107,388,3,15,795,61,112,0,88,0,293,1601,5228,1,Moderate Areas
MADHYA PRADESH,MORENA,2001,63,99,2,35,0,35,35,18,17,16,3,76,381,564,88,476,198,4,13,0,19,929,29,77,2,34,0,111,2539,5229,1,Moderate Areas
BIHAR,MOTIHARI,2009,127,253,3,31,0,31,156,117,39,19,5,50,155,502,132,370,486,46,177,5,34,1112,49,6,0,41,0,178,1799,5234,1,Moderate Areas
BIHAR,BETTIAH,2004,108,62,9,128,0,128,226,40,186,23,3,52,55,301,2,299,682,178,287,3,18,2642,29,9,0,161,0,30,229,5235,1,Moderate Areas
ODISHA,KHURDA,2002,63,92,0,52,0,52,53,44,9,21,9,145,489,907,367,540,104,29,157,2,25,1257,19,36,15,187,0,171,1403,5236,1,Moderate Areas
RAJASTHAN,GANGANAGAR,2003,59,143,0,75,0,75,51,47,4,0,1,11,230,389,131,258,10,46,531,2,9,1215,16,69,0,352,0,130,1897,5236,1,Moderate Areas
DELHI UT,OUTER,2008,77,53,14,59,0,59,355,252,103,7,7,43,249,1871,1277,594,3,39,111,1,2,212,21,48,5,162,0,25,1873,5237,1,Moderate Areas
TAMIL NADU,TIRUPPUR,2010,60,42,0,10,0,10,52,44,8,7,0,126,195,800,382,418,39,8,55,4,6,432,6,24,0,46,0,748,2578,5238,1,Moderate Areas
ANDHRA PRADESH,NELLORE,2002,84,93,4,46,0,46,67,54,13,12,0,23,209,542,68,474,46,39,157,4,58,1223,10,206,226,289,0,290,1612,5240,1,Moderate Areas
MADHYA PRADESH,SATNA,2005,78,53,3,75,0,75,18,3,15,3,3,44,396,413,156,257,43,10,28,0,27,970,34,195,9,66,0,202,2571,5241,1,Moderate Areas
MAHARASHTRA,AHMEDNAGAR,2005,92,56,1,56,0,56,33,25,8,29,16,84,392,1025,279,746,206,36,142,3,26,768,0,91,0,338,0,474,1373,5241,1,Moderate Areas
RAJASTHAN,GANGANAGAR,2010,60,59,2,72,0,72,102,94,8,0,1,10,149,361,149,212,1,33,842,2,7,734,18,74,2,659,0,193,1860,5241,1,Moderate Areas
WEST BENGAL,MURSHIDABAD,2007,132,61,30,369,0,369,140,123,17,10,52,17,10,655,103,552,212,7,91,20,11,720,32,250,6,945,0,246,1227,5243,1,Moderate Areas
ANDHRA PRADESH,NELLORE,2001,89,69,5,46,0,46,90,80,10,12,2,16,244,608,72,536,97,20,177,3,65,1119,10,207,228,287,0,266,1585,5245,1,Moderate Areas
UTTAR PRADESH,GORAKHPUR,2010,105,82,22,45,0,45,229,199,30,4,0,83,250,1126,746,380,239,141,335,20,1,342,61,69,0,266,0,334,1492,5246,1,Moderate Areas
MADHYA PRADESH,SATNA,2007,90,46,2,84,0,84,27,17,10,4,9,61,422,497,228,269,65,7,22,0,23,941,38,191,7,101,0,235,2380,5252,1,Moderate Areas
BIHAR,SARAN,2012,128,289,13,23,0,23,178,137,41,17,1,37,144,651,189,462,370,36,93,0,32,734,74,0,0,138,0,154,2142,5254,1,Moderate Areas
RAJASTHAN,PALI,2009,48,37,3,48,0,48,101,92,9,0,0,11,168,313,113,200,2,28,410,3,10,47,8,77,4,403,0,326,3208,5255,1,Moderate Areas
GUJARAT,KHEDA NORTH,2008,36,11,0,8,0,8,41,39,2,5,0,13,114,393,81,312,39,25,35,9,23,383,0,40,0,219,0,247,3624,5265,1,Moderate Areas
ANDHRA PRADESH,KURNOOL,2005,140,95,6,29,0,29,42,30,12,16,0,16,179,373,87,286,125,13,242,12,28,1159,9,221,124,233,0,369,1835,5266,1,Moderate Areas
ANDHRA PRADESH,KRISHNA,2006,73,60,1,36,0,36,54,38,16,1,0,2,182,540,75,465,32,16,126,12,60,2423,9,168,74,296,0,330,772,5267,1,Moderate Areas
MAHARASHTRA,THANE RURAL,2007,128,39,6,67,0,67,46,39,7,49,20,92,513,853,267,586,300,42,126,9,22,759,7,108,29,139,0,679,1234,5267,1,Moderate Areas
RAJASTHAN,BHILWARA,2010,32,29,2,48,0,48,143,130,13,0,1,34,222,781,462,319,54,13,548,1,25,69,3,74,1,593,0,330,2265,5268,1,Moderate Areas
UTTAR PRADESH,BAREILLY,2001,272,331,28,93,0,93,144,98,46,47,0,138,210,784,144,640,143,81,186,3,15,617,57,110,40,421,0,234,1315,5269,1,Moderate Areas
ANDHRA PRADESH,MEDAK,2010,96,59,11,49,0,49,83,68,15,7,0,21,325,544,168,376,46,13,231,2,58,1654,29,103,95,316,0,655,872,5269,1,Moderate Areas
ODISHA,KHURDA,2003,65,109,0,57,0,57,47,35,12,28,9,151,553,1016,443,573,111,28,160,2,24,1194,29,39,19,131,0,161,1338,5271,1,Moderate Areas
GUJARAT,SURAT COMMR.,2005,86,23,3,23,0,23,114,72,42,22,4,56,429,1797,1140,657,118,65,202,31,8,637,12,50,4,190,0,404,995,5273,1,Moderate Areas
GUJARAT,PALANPUR,2011,52,22,0,38,0,38,92,87,5,7,0,62,217,400,193,207,66,33,47,11,25,505,1,64,1,349,0,302,2979,5273,1,Moderate Areas
GUJARAT,VADODARA COMMR.,2005,26,24,1,5,0,5,39,26,13,6,2,20,392,1341,689,652,174,34,192,16,6,300,0,13,2,136,0,122,2425,5276,1,Moderate Areas
GUJARAT,KHEDA NORTH,2010,35,10,0,16,0,16,63,59,4,9,0,13,70,258,106,152,58,23,28,9,8,277,0,28,0,200,0,275,3897,5277,1,Moderate Areas
ANDHRA PRADESH,KRISHNA,2003,66,65,3,45,0,45,55,16,39,2,0,12,233,601,37,564,50,28,170,13,48,1992,20,186,107,317,0,245,1025,5283,1,Moderate Areas
ANDHRA PRADESH,NELLORE,2005,86,73,3,33,0,33,74,65,9,6,0,26,205,759,152,607,66,31,166,7,39,1961,11,205,84,166,0,310,972,5283,1,Moderate Areas
DELHI UT,WEST,2008,46,30,8,54,0,54,145,106,39,2,5,39,231,2092,1298,794,4,41,118,4,6,242,14,77,6,172,0,19,1931,5286,1,Moderate Areas
GUJARAT,JUNAGADH,2008,33,20,0,5,0,5,48,43,5,13,0,49,221,719,268,451,79,84,46,7,25,463,3,66,3,456,0,186,2762,5288,1,Moderate Areas
RAJASTHAN,JAIPUR WEST,2012,26,20,2,38,0,38,69,60,9,1,1,40,319,1093,788,305,3,107,1012,0,8,226,0,18,0,257,0,271,1777,5288,1,Moderate Areas
TAMIL NADU,THOOTHUGUDI,2001,69,98,0,12,0,12,38,0,38,4,0,34,169,484,57,427,112,11,41,3,47,506,1,94,47,36,0,199,3285,5290,1,Moderate Areas
ANDHRA PRADESH,NALGONDA,2002,109,53,8,41,0,41,46,37,9,5,0,18,167,321,45,276,87,26,184,6,78,1139,37,232,67,210,0,490,1966,5290,1,Moderate Areas
ANDHRA PRADESH,CUDDAPAH,2006,98,0,3,25,0,25,68,51,17,4,0,15,157,377,84,293,148,19,184,6,32,985,10,130,84,199,0,422,2332,5298,1,Moderate Areas
TAMIL NADU,DINDIGUL,2010,57,91,0,9,0,9,43,43,0,4,0,29,80,410,1,409,81,4,128,1,23,520,1,43,0,107,0,538,3130,5299,1,Moderate Areas
ANDHRA PRADESH,ADILABAD,2008,73,82,14,50,0,50,41,26,15,3,0,20,248,427,56,371,100,17,135,1,45,1289,5,174,103,355,0,336,1782,5300,1,Moderate Areas
CHHATTISGARH,BILASPUR,2006,95,62,1,68,0,68,27,27,0,5,0,55,492,701,265,436,147,11,52,2,25,1301,23,192,13,120,0,227,1682,5301,1,Moderate Areas
JHARKHAND,RANCHI,2006,253,60,16,79,0,79,94,40,54,73,6,190,221,1210,373,837,229,65,135,7,30,550,14,36,2,40,4,320,1668,5302,1,Moderate Areas
DELHI UT,SOUTH,2010,35,21,5,59,0,59,240,144,96,4,12,47,203,2454,1677,777,0,30,200,5,4,104,9,66,10,79,0,35,1686,5308,1,Moderate Areas
MADHYA PRADESH,CHHINDWARA,2012,61,33,2,122,0,122,21,19,2,1,0,31,180,234,116,118,66,3,73,0,28,1920,18,202,41,108,0,215,1951,5310,1,Moderate Areas
ANDHRA PRADESH,ADILABAD,2009,85,39,11,67,0,67,73,56,17,6,0,20,200,351,82,269,101,11,161,7,35,1254,13,192,163,428,0,333,1762,5312,1,Moderate Areas
MAHARASHTRA,NANDED,2010,82,67,3,36,0,36,52,43,9,25,2,99,416,516,168,348,309,22,178,5,50,1181,68,85,5,315,0,276,1520,5312,1,Moderate Areas
ANDHRA PRADESH,KRISHNA,2002,92,66,3,41,0,41,26,21,5,1,0,4,242,543,32,511,49,19,146,3,42,1940,14,211,110,374,0,278,1114,5318,1,Moderate Areas
TAMIL NADU,THOOTHUGUDI,2012,85,208,0,26,0,26,41,35,6,3,0,78,184,248,57,191,0,5,92,0,32,686,1,1,0,50,0,383,3201,5324,1,Moderate Areas
CHHATTISGARH,BILASPUR,2004,83,53,3,61,0,61,21,21,0,2,0,36,585,704,220,484,164,9,47,4,34,288,9,179,8,102,0,166,2769,5327,1,Moderate Areas
KERALA,PATHANAMTHITTA,2012,28,24,3,32,0,32,17,16,1,1,9,18,110,161,38,123,411,7,117,0,16,1090,2,137,8,162,0,0,2974,5327,1,Moderate Areas
RAJASTHAN,PALI,2004,42,59,9,31,0,31,90,83,7,0,0,19,223,453,143,310,39,31,221,1,35,38,12,127,0,239,0,229,3431,5329,1,Moderate Areas
GUJARAT,JAMNAGAR,2008,34,12,3,17,0,17,30,25,5,14,0,22,150,410,162,248,79,22,27,4,15,422,0,14,1,239,0,7,3810,5332,1,Moderate Areas
ANDHRA PRADESH,KRISHNA,2005,69,74,0,27,0,27,45,26,19,3,0,17,155,653,64,589,44,17,202,4,45,2176,11,209,104,337,0,318,825,5335,1,Moderate Areas
ODISHA,KHURDA,2004,61,62,1,44,0,44,57,42,15,39,0,174,561,1130,541,589,69,43,188,0,20,1198,20,49,7,64,0,167,1383,5337,1,Moderate Areas
ANDHRA PRADESH,CUDDAPAH,2011,120,67,6,41,0,41,73,65,8,3,0,4,143,586,248,338,105,36,163,5,29,2050,15,144,17,122,0,489,1122,5340,1,Moderate Areas
GUJARAT,BHAVNAGAR,2004,53,21,0,22,0,22,71,60,11,20,0,87,319,718,219,499,141,99,112,14,32,113,0,41,74,137,0,6,3261,5341,1,Moderate Areas
MAHARASHTRA,PUNE RURAL,2005,123,43,2,46,0,46,33,16,17,39,22,75,382,983,322,661,181,69,141,5,32,595,6,57,14,172,0,759,1564,5343,1,Moderate Areas
KERALA,PATHANAMTHITTA,2008,17,18,4,32,0,32,10,8,2,2,0,24,155,209,64,145,358,9,120,2,23,1100,0,168,12,173,0,3,2904,5343,1,Moderate Areas
RAJASTHAN,PALI,2011,31,80,8,64,0,64,106,88,18,2,0,32,214,264,115,149,0,7,463,4,4,36,11,84,0,451,0,273,3213,5347,1,Moderate Areas
MAHARASHTRA,NANDED,2001,80,66,4,23,0,23,41,36,5,21,11,93,426,539,73,466,217,40,128,0,67,1480,21,85,22,202,0,127,1655,5348,1,Moderate Areas
TAMIL NADU,MADURAI RURAL,2010,59,78,1,17,0,17,58,41,17,2,0,95,160,348,107,241,168,14,123,2,17,586,14,62,6,77,0,550,2911,5348,1,Moderate Areas
GUJARAT,VADODARA COMMR.,2010,23,25,1,7,0,7,36,30,6,9,0,19,319,1529,1044,485,89,35,115,3,4,276,0,18,0,216,0,180,2448,5352,1,Moderate Areas
TAMIL NADU,THOOTHUGUDI,2003,76,104,1,21,0,21,35,22,13,3,0,20,154,550,49,501,205,12,64,3,40,626,5,76,51,54,0,197,3056,5353,1,Moderate Areas
DELHI UT,SOUTH,2009,42,16,4,42,0,42,133,97,36,0,28,36,241,2506,1693,813,7,28,168,3,1,110,10,45,23,61,0,25,1824,5353,1,Moderate Areas
GUJARAT,MEHSANA,2012,31,28,2,10,0,10,59,54,5,10,1,35,182,545,206,339,86,35,46,11,18,410,0,28,1,245,0,241,3329,5353,1,Moderate Areas
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,84,31,85,0,85,57,36,21,5,0,39,241,439,41,398,140,24,91,6,74,906,31,202,42,225,0,353,2108,5354,1,Moderate Areas
HARYANA,FARIDABAD,2011,60,59,5,54,0,54,105,82,23,10,40,37,356,1917,1439,478,173,160,42,1,9,213,10,31,59,218,0,229,1569,5357,1,Moderate Areas
BIHAR,MUZAFFARPUR,2005,131,22,11,80,0,80,225,14,211,48,4,95,248,763,170,593,407,126,107,4,47,685,67,17,0,104,0,153,2019,5363,1,Moderate Areas
MADHYA PRADESH,RAJGARH,2007,25,58,0,100,0,100,22,16,6,27,1,45,153,402,94,308,91,25,16,1,87,381,12,227,34,144,0,122,3394,5367,1,Moderate Areas
MADHYA PRADESH,DEWAS,2012,62,55,1,70,0,70,31,29,2,3,2,26,162,508,256,252,34,15,35,1,17,370,19,146,31,130,0,201,3450,5369,1,Moderate Areas
RAJASTHAN,JAIPUR EAST,2006,18,21,1,19,0,19,55,51,4,1,5,20,289,1628,896,732,173,50,434,3,7,39,6,40,2,156,0,193,2210,5370,1,Moderate Areas
ANDHRA PRADESH,KURNOOL,2004,112,96,3,29,0,29,46,32,14,5,0,15,179,328,101,227,125,22,221,6,48,1271,6,242,157,230,0,357,1874,5372,1,Moderate Areas
MADHYA PRADESH,SATNA,2010,73,49,4,89,0,89,27,20,7,4,2,45,321,420,244,176,42,16,27,0,17,984,26,199,18,119,0,327,2564,5373,1,Moderate Areas
UTTAR PRADESH,MEERUT,2009,175,165,25,46,0,46,193,141,52,5,1,90,130,1218,807,411,136,91,274,27,0,23,41,47,123,361,0,382,1822,5375,1,Moderate Areas
UTTAR PRADESH,MEERUT,2001,275,239,10,28,0,28,160,96,64,35,0,210,268,1202,434,768,195,98,193,5,5,76,34,59,123,236,0,238,1688,5377,1,Moderate Areas
ANDHRA PRADESH,KRISHNA,2004,60,57,1,33,0,33,28,13,15,4,0,13,197,732,31,701,53,16,162,8,31,2070,13,182,108,362,0,243,1004,5377,1,Moderate Areas
TAMIL NADU,MADURAI RURAL,2005,36,70,0,24,0,24,36,32,4,2,0,19,100,440,45,395,89,7,62,0,15,1290,4,57,13,44,0,286,2786,5380,1,Moderate Areas
TAMIL NADU,THENI,2010,42,122,0,18,0,18,93,80,13,0,0,53,134,321,91,230,69,2,239,1,27,712,5,61,65,125,0,253,3042,5384,1,Moderate Areas
GUJARAT,VADODARA COMMR.,2008,20,32,3,7,0,7,34,30,4,9,2,23,366,1415,827,588,123,20,119,6,5,283,0,16,3,268,0,159,2473,5386,1,Moderate Areas
BIHAR,DARBHANGA,2011,71,92,43,34,0,34,128,97,31,15,4,17,82,447,147,300,489,301,143,0,27,1155,38,202,0,284,0,157,1658,5387,1,Moderate Areas
DELHI UT,SOUTH WEST,2001,61,52,1,42,0,42,174,113,61,9,4,74,359,1816,772,1044,32,31,182,3,8,181,16,69,13,24,0,144,2094,5389,1,Moderate Areas
DELHI UT,NORTH-EAST,2006,61,66,9,93,0,93,197,149,48,3,26,82,173,1246,685,561,11,34,93,5,2,286,28,92,17,176,0,180,2509,5389,1,Moderate Areas
MADHYA PRADESH,DHAR,2008,80,94,6,100,0,100,29,27,2,13,10,28,203,513,242,271,110,24,22,0,27,634,37,185,11,69,0,247,2947,5389,1,Moderate Areas
ANDHRA PRADESH,MAHABOOBNAGAR,2003,191,108,22,69,0,69,46,33,13,5,0,33,270,452,39,413,117,32,104,9,69,931,19,179,36,238,0,247,2213,5390,1,Moderate Areas
WEST BENGAL,HOOGHLY,2011,112,31,21,54,0,54,130,109,21,7,97,24,10,803,266,537,596,11,267,4,53,28,21,38,0,816,0,9,2259,5391,1,Moderate Areas
RAJASTHAN,GANGANAGAR,2002,63,94,0,54,0,54,60,52,8,0,1,9,211,441,121,320,8,80,435,0,14,1159,19,100,1,391,0,145,2108,5393,1,Moderate Areas
MADHYA PRADESH,DHAR,2002,90,101,0,74,0,74,30,24,6,3,13,42,315,653,96,557,69,33,17,0,32,577,53,220,51,91,0,0,2933,5397,1,Moderate Areas
TAMIL NADU,THOOTHUGUDI,2011,72,216,1,29,0,29,42,35,7,4,0,92,218,393,140,253,0,20,134,7,40,587,4,2,0,40,0,344,3160,5405,1,Moderate Areas
MADHYA PRADESH,SATNA,2012,72,38,0,89,0,89,29,25,4,5,3,40,289,495,275,220,31,12,32,0,19,942,17,138,7,121,0,338,2690,5407,1,Moderate Areas
MAHARASHTRA,JALGAON,2010,94,71,4,49,0,49,41,32,9,41,0,62,281,879,238,641,320,101,198,17,40,838,11,143,41,425,0,457,1295,5408,1,Moderate Areas
ANDHRA PRADESH,VISAKHAPATNAM,2009,28,25,4,39,0,39,48,26,22,1,0,21,311,1040,420,620,12,62,270,19,13,473,13,95,54,481,0,428,1979,5416,1,Moderate Areas
RAJASTHAN,SIKAR,2011,49,32,0,50,0,50,91,69,22,0,1,9,180,533,211,322,22,12,803,2,14,275,26,11,0,232,0,335,2740,5417,1,Moderate Areas
KERALA,PATHANAMTHITTA,2009,15,18,0,24,0,24,11,10,1,2,5,27,162,213,77,136,336,11,102,4,12,991,0,156,19,120,0,3,3188,5419,1,Moderate Areas
MAHARASHTRA,NANDED,2005,70,112,3,41,0,41,42,29,13,31,9,85,325,624,119,505,285,25,112,3,52,1359,17,85,10,239,0,122,1769,5420,1,Moderate Areas
MADHYA PRADESH,DEWAS,2006,43,72,1,85,0,85,21,16,5,5,2,26,275,726,177,549,84,26,41,1,21,403,10,168,31,136,0,149,3094,5420,1,Moderate Areas
MAHARASHTRA,THANE RURAL,2009,138,47,4,53,0,53,34,20,14,30,11,98,587,1094,473,621,351,51,197,20,18,744,1,97,30,106,0,654,1055,5420,1,Moderate Areas
KERALA,IDUKKI,2001,33,30,1,34,0,34,0,0,0,3,0,16,240,254,39,215,301,55,78,0,10,1726,0,145,16,127,0,0,2352,5421,1,Moderate Areas
TAMIL NADU,DINDIGUL,2011,65,81,0,18,0,18,50,50,0,1,0,52,97,256,97,159,93,12,103,3,17,533,3,45,0,117,0,561,3319,5426,1,Moderate Areas
RAJASTHAN,GANGANAGAR,2012,51,66,0,77,0,77,79,73,6,0,0,3,174,311,130,181,0,32,958,2,5,691,21,58,2,803,0,175,1919,5427,1,Moderate Areas
KERALA,KOZHIKODE RURAL,2008,15,17,2,39,0,39,7,6,1,3,7,24,231,254,74,180,784,7,139,0,60,1257,2,151,29,288,0,4,2109,5429,1,Moderate Areas
ANDHRA PRADESH,ANANTAPUR,2011,171,108,5,16,0,16,83,83,0,13,0,15,247,645,175,470,85,16,155,1,38,1977,36,156,16,198,0,595,854,5430,1,Moderate Areas
MADHYA PRADESH,MORENA,2012,53,110,4,32,0,32,35,29,6,15,7,54,191,382,242,140,122,1,48,0,7,1886,29,107,3,94,0,193,2058,5431,1,Moderate Areas
ODISHA,KHURDA,2005,43,71,3,57,0,57,65,56,9,14,6,130,491,1220,614,606,79,45,247,8,29,1092,17,42,9,46,0,165,1553,5432,1,Moderate Areas
RAJASTHAN,GANGANAGAR,2011,56,76,1,99,0,99,76,68,8,0,0,10,176,365,164,201,1,31,945,6,4,857,19,73,1,653,0,194,1790,5433,1,Moderate Areas
MADHYA PRADESH,DEWAS,2011,43,69,0,102,0,102,26,21,5,3,2,26,219,664,325,339,48,9,34,0,33,380,19,162,30,110,0,201,3254,5434,1,Moderate Areas
RAJASTHAN,JAIPUR SOUTH,2008,17,25,0,15,0,15,52,44,8,2,7,46,276,1539,1006,533,61,154,966,2,7,372,9,26,0,162,0,168,1529,5435,1,Moderate Areas
TAMIL NADU,THOOTHUGUDI,2009,57,163,0,20,0,20,35,30,5,2,0,31,189,525,103,422,5,9,96,4,25,546,3,3,0,35,0,291,3397,5436,1,Moderate Areas
KERALA,TRIVANDRUM COMMR.,2007,13,21,3,20,0,20,23,16,7,5,35,96,244,568,217,351,458,38,316,3,10,883,1,141,10,130,0,1,2418,5437,1,Moderate Areas
MAHARASHTRA,YAVATMAL,2005,72,73,9,59,0,59,43,40,3,10,7,64,328,1253,120,1133,153,22,66,1,48,1058,10,133,42,233,0,189,1566,5439,1,Moderate Areas
ANDHRA PRADESH,ANANTAPUR,2012,173,123,3,18,0,18,74,63,11,14,1,6,211,581,155,426,41,12,168,3,24,2018,19,195,8,130,0,576,1043,5441,1,Moderate Areas
ANDHRA PRADESH,PRAKASHAM,2010,98,99,2,29,0,29,84,65,19,8,0,14,188,455,56,399,23,47,188,1,32,1118,13,253,32,216,0,488,2054,5442,1,Moderate Areas
MADHYA PRADESH,SATNA,2011,66,35,4,83,0,83,20,13,7,1,2,44,300,484,280,204,29,13,26,0,22,979,20,177,7,109,0,328,2696,5445,1,Moderate Areas
CHHATTISGARH,BILASPUR,2011,112,43,2,70,0,70,24,16,8,1,1,57,401,587,217,370,153,12,84,8,26,1874,17,146,4,72,0,243,1509,5446,1,Moderate Areas
WEST BENGAL,HOWRAH,2011,39,38,9,35,0,35,129,114,15,26,11,40,66,594,159,435,153,21,136,2,5,32,26,75,16,644,0,240,3110,5447,1,Moderate Areas
DELHI UT,EAST,2005,31,38,2,59,0,59,153,129,24,1,28,58,187,2030,1146,884,8,32,140,2,1,255,12,105,16,178,0,59,2058,5453,1,Moderate Areas
ANDHRA PRADESH,PRAKASHAM,2008,75,59,4,30,0,30,66,53,13,5,0,12,173,413,124,289,28,35,216,10,124,1222,5,192,38,229,0,445,2072,5453,1,Moderate Areas
BIHAR,MADHUBANI,2008,62,72,6,24,0,24,51,36,15,24,4,26,85,345,5,340,285,21,30,0,16,214,24,182,0,51,0,162,3770,5454,1,Moderate Areas
KERALA,KANNUR,2006,20,29,0,37,0,37,16,8,8,6,0,36,216,229,103,126,737,11,132,0,83,1097,0,116,12,227,0,6,2451,5461,1,Moderate Areas
KERALA,PALAKKAD,2007,41,19,8,39,0,39,9,4,5,13,7,39,215,290,108,182,385,51,203,1,23,1128,6,82,5,356,0,6,2535,5461,1,Moderate Areas
KERALA,PALAKKAD,2003,52,41,25,47,0,47,12,1,11,11,2,35,281,262,97,165,458,39,157,3,46,1143,3,140,4,214,0,4,2486,5465,1,Moderate Areas
RAJASTHAN,PALI,2012,56,56,8,61,0,61,107,104,3,2,1,28,178,328,148,180,0,11,453,0,11,68,9,75,1,464,0,312,3240,5469,1,Moderate Areas
TAMIL NADU,KANCHIPURAM,2006,35,64,0,12,0,12,16,13,3,3,0,24,109,370,71,299,53,0,12,0,18,267,12,25,5,22,0,706,3722,5475,1,Moderate Areas
DELHI UT,WEST,2010,63,29,14,72,0,72,350,192,158,0,1,48,156,2588,1752,836,1,29,161,2,11,210,19,60,7,191,0,41,1422,5475,1,Moderate Areas
CHHATTISGARH,BILASPUR,2005,94,54,11,77,0,77,36,36,0,4,2,50,530,779,235,544,152,8,56,14,19,368,18,154,19,117,0,197,2718,5477,1,Moderate Areas
ANDHRA PRADESH,VISAKHAPATNAM,2006,37,30,1,21,0,21,49,40,9,3,1,27,417,1121,356,765,28,66,261,27,8,540,10,62,30,397,0,247,2095,5478,1,Moderate Areas
